Step,Episode Reward
2,-8.49135337251216
4,-8.176011929067487
7,-7.4907337523664665
10,-8.34847279660912
13,-7.634364928265999
16,-8.4504497151003
17,-9.009140564442436
18,-10.115378208944069
19,-8.892125214402167
23,-9.058359703246664
24,-8.939683788626756
28,-6.486708484256399
30,-10.672490820232925
31,-8.8902785604523
35,-8.524212009498058
39,-7.280733635705929
41,-9.350567112763974
42,-9.662364732603043
43,-10.004267235466392
44,-9.867081409676794
46,-10.065978379222463
48,-8.798575681134617
50,-9.35962976918404
52,-10.371319200255611
55,-9.173190904211747
57,-8.077790918036625
60,-6.8619182218581924
62,-10.233387880555947
64,-9.958574957626437
65,-8.967108876536159
66,-10.223356057883533
69,-9.803280644740651
70,-10.299976925764751
71,-10.240133630718885
73,-9.435104795888481
75,-9.039594513931991
76,-8.852689718499432
78,-9.908615292872142
80,-10.422631495862978
81,-8.838982129767881
85,-7.196050164676166
86,-8.575793347874384
89,-8.440539879075784
90,-8.8059405244671
92,-8.866797085462917
95,-9.112978295006132
98,-9.058903596945811
101,-8.529301985122599
105,-8.587679957721937
111,-8.941439828917495
118,-8.147598767194996
125,-6.086624655867011
135,-7.6434300444811365
142,-4.725273094202501
150,-2.53020017405331
156,-4.89253250845698
161,-4.871922122761295
171,-3.8437490975770894
181,-2.515090881000611
214,0.5217898177914808
245,14.207770520967486
278,13.33957193278499
315,5.721739670230521
351,3.1876665589933104
361,-1.2013661090208565
394,14.987302056488566
430,6.0806450531198255
463,12.149882371119588
500,9.575532625412976
534,11.823295194022478
544,-3.4525160127849297
563,-2.803467974482327
581,4.318924338171286
599,-0.5518968437530987
617,-0.49265795727693806
636,-1.5014804995912314
657,1.235641869786921
676,2.5590326970363115
695,-0.8002365334236501
715,1.05926760115738
729,-2.4458795028699587
752,7.1001626140346925
765,-2.378851962183245
778,-2.3257470354213563
792,-4.164079860085123
814,3.7335672684000265
838,5.1771452836283345
859,-2.451010232593368
883,0.553686478328375
912,1.9906909075376866
932,0.07022757941451019
952,1.6036483756143625
974,6.525669607837802
995,2.986218107693242
1009,-0.18680169329992324
1022,-4.711542975780041
1034,-0.9707508431252583
1042,-3.8954591272943793
1070,2.7506188373724676
1090,-7.124303131613949
1103,-1.4056490680320541
1114,-2.30951864369389
1130,3.991037388107454
1150,1.097350312355374
1170,5.124429930138538
1189,0.6144652479707862
1212,1.340323241582821
1216,-6.297441843688098
1230,-2.3008766788110684
1233,-9.69407329901482
1249,-1.5338551462520833
1258,-3.144451500703325
1281,-6.284994120488249
1303,-7.099337746369861
1314,-4.247237754002781
1340,-1.774265334880166
1358,3.851262063640343
1377,5.0123309306237935
1397,7.08700213937102
1417,-0.5730122921790031
1442,6.820239211429534
1462,0.5977943094744731
1493,5.131733086849827
1512,0.31483330569027324
1545,-2.8171884840335526
1577,-1.993910811753688
1616,1.576406080373781
1640,8.661449907748922
1672,14.103960327254146
1695,5.302518374158128
1718,7.487737375779677
1741,2.3158666685339924
1765,4.64504009993896
1786,6.3656607096523565
1810,6.984011584696404
1845,16.36096265847425
1871,4.170361940563016
1899,3.3525466713279375
1916,4.396765414510655
1955,12.162668767874223
1977,8.50361502581166
1997,3.3554034925228695
2013,2.7953729103198715
2058,17.43846974139101
2089,14.669503776447707
2120,5.398699579560883
2157,8.524114882269018
2179,7.193594209592364
2216,7.678548234912855
2241,7.403492361489096
2270,3.0206650644372193
2288,4.44276137163841
2312,10.361413560110305
2343,-0.15052771828846367
2362,5.733237310276792
2390,12.766750282832884
2404,-3.6424726571330037
2423,-2.9267393105619854
2441,4.4430524673698315
2455,2.964689981910137
2471,-1.5123730840793002
2491,1.3997604310254044
2508,-3.274724242734216
2523,-0.06450390542453732
2534,-1.6613907789541642
2558,5.040080922381776
2570,-8.891602068984492
2581,-3.1458478399798757
2608,-0.49261130383160534
2621,-5.52875985469098
2633,-3.7553007995647665
2645,-2.538485662102717
2656,-5.834853854798408
2686,-7.753898456836224
2705,-2.1127873099977794
2723,-0.6747767478800615
2743,-3.9730322340505424
2762,-2.3905863854820897
2781,-1.8093847175414375
2802,-2.20368719915885
2824,4.416875759653859
2833,-8.606508494781417
2845,-6.166247129099361
2872,-2.6472537071631805
2901,-4.775640160600988
2913,-8.764747917638953
2925,-8.860168542695144
2937,-2.4812021849854187
2947,-3.1667263021652365
2959,-3.3975235905196888
2972,-7.099560055038838
2988,-4.418932156165119
3004,3.932604753597035
3016,-2.409709926653811
3037,-1.0946830584672114
3061,2.3678202223015763
3086,4.152915232935943
3112,4.38992170720887
3136,2.6424723379247492
3160,0.5749399788222522
3178,0.013042801180894514
3198,-2.034156233028538
3230,3.4579214068382154
3249,-0.8759071755761099
3279,-0.6608443479522794
3296,4.341932389498236
3319,-6.6231238013648674
3334,0.5633878812305948
3358,-7.274701888900266
3383,3.2357689940931866
3411,-8.715792279671852
3429,-1.9814180129276444
3443,-5.83116472242315
3458,4.401800479547983
3486,10.323058992507375
3498,0.8427091711613226
3518,-0.7880033986932595
3531,0.45550300015168155
3548,1.105475658508876
3565,2.68647028578882
3581,0.8408697580691431
3605,-3.632822444215148
3630,4.856389648190948
3660,10.648885127882384
3686,12.576857103018803
3713,9.177740484045044
3735,4.598565072497779
3759,4.0392351669484245
3789,11.011668221736105
3814,7.854601811197417
3841,2.8813348964407837
3883,-0.728663535430984
3897,1.9261313826284105
3909,0.5777831555452124
3925,4.6074689607624
3942,5.966902864476813
3963,6.340618340129618
3982,3.4741302725809113
3998,4.0649397814111285
4012,-0.24886871471674432
4020,-4.175851635649314
4038,3.1562108371805095
4046,-5.982358442061675
4064,5.837388526332981
4084,4.880596228512259
4109,-2.354172743430439
4134,1.006809432987474
4159,0.6715555781858207
4182,0.25099221563826113
4209,8.263853216253015
4241,5.429294104290214
4275,15.341266436315797
4294,1.2136513438598477
4314,3.556608514201116
4335,0.490210487677361
4374,10.819876174706259
4399,6.394646913845911
4410,-5.348696115834299
4437,-3.7978623628260975
4458,-3.540729267246853
4467,-2.479634961774792
4497,6.282421781102039
4507,-2.584666991549982
4524,-5.377614916142937
4537,0.049095393428800094
4558,-1.1458575193367366
4587,-1.7645775172803546
4614,5.371515036839607
4642,-5.05280688715833
4666,-4.527630445546349
4687,4.372099373128476
4712,7.743304026828065
4738,3.935943743205284
4776,4.009462957655764
4816,7.3989135288975945
4835,4.720704599379182
4851,-2.657559395659967
4871,-4.629944048097312
4891,7.960322672979403
4912,7.285430923643583
4933,-5.978050747241215
4949,-1.9252170057169522
4970,3.171711621960995
4993,-0.9507620542105801
5014,0.41885399256901756
5043,-2.2360022049062156
5073,-3.0551122375274646
5101,5.5211739173426935
5134,4.195795297537893
5175,7.178491598350005
5215,9.326050881965234
5259,7.464667044874847
5306,16.75551546151606
5322,-1.4063076547564783
5350,8.056326202538122
5378,3.0798099160474575
5391,-2.888728339193899
5401,-4.876973200404503
5419,1.537832944133882
5444,-0.15126054912637876
5472,9.431938907395326
5486,-1.6273916849687602
5501,-0.6742467887024848
5517,-1.6504546389267354
5530,-0.175063883912431
5544,1.1048023268400637
5560,0.045317683772923445
5580,1.3988504860209154
5602,5.5508160282276116
5625,8.34118750961633
5661,12.87457536853665
5698,22.77305930437823
5740,21.57097112785449
5777,22.69621066593583
5829,12.778248002648038
5880,21.767159367858525
5932,23.088216229875577
5975,19.492791459556926
6026,6.380675963795618
6079,11.484299106643597
6106,9.748578121609043
6132,2.9370948691830527
6161,8.33318635567548
6190,-0.9600508639735796
6214,3.0481096406552606
6240,2.3681132267544776
6267,2.5150014932073983
6283,-9.703012113748882
6295,-4.580563342726787
6319,5.657339800298878
6342,-0.5073208546472365
6374,-6.96760611674578
6395,-1.3428108846564442
6413,-3.1653828466666925
6429,-7.218967038679816
6441,-6.48871196988589
6468,0.9234235166676008
6489,-5.536691439013206
6507,-2.2823414220316263
6532,-0.36587976192059735
6556,7.505550574827064
6582,-1.7112820853689854
6605,5.4775354621528916
6622,-6.806168093598123
6652,-4.686993462625234
6680,8.33438956855618
6723,16.710407886140658
6769,16.88636346636782
6793,1.8708039819053468
6845,13.166206974617227
6874,1.4106876779188635
6904,6.135821419577539
6935,2.67130968818455
6968,3.2923705633507367
6979,-1.390494119592132
7016,9.275654317151522
7051,3.823820662945355
7066,0.9090851833624072
7079,-0.1739332480963185
7095,-6.602194486002668
7111,-8.2752227585471
7140,-9.895772245822286
7170,2.398271816644847
7193,-0.9207154930110075
7217,2.6248224157014253
7242,5.009828879497009
7281,6.644132331725013
7295,0.20422159956528851
7322,0.3256609365082035
7349,4.175404651512064
7381,-0.0701660566967508
7405,2.0364259918447107
7426,-0.34306006425948965
7450,8.493022858594088
7479,9.490949925600345
7517,1.0499039327745585
7556,0.39649813351607577
7576,1.047487308442193
7621,3.5883073169644675
7649,12.321582232576173
7671,10.840454019358063
7703,13.613467472316565
7748,12.022416235702455
7800,24.950403476149646
