Wall time,Step,Value
1744713020.9615293,1280,34.17926025390625
1744713036.4975762,5120,54.16533660888672
1744713042.2001312,6400,45.2971076965332
1744713071.8273838,14080,61.59903335571289
1744713077.010875,15360,60.26752853393555
1744713091.8738658,19200,68.302490234375
1744713096.5667162,20480,76.4937973022461
1744713109.0225487,24320,90.24996948242188
1744713113.241423,25600,93.19438934326172
1744713117.677526,26880,80.82035064697266
1744713126.9296496,29440,71.8456802368164
1744713131.4223285,30720,79.14241027832031
1744713145.0641387,34560,75.48719787597656
1744713149.6682246,35840,81.17481994628906
1744713158.1906374,38400,87.62545013427734
1744713176.6454833,43520,84.57551574707031
1744713190.74039,47360,76.89726257324219
1744713196.0166554,48640,76.67910766601562
1744713199.6662853,49920,85.29654693603516
1744713203.7375255,51200,94.74738311767578
1744713208.2580383,52480,99.15155792236328
1744713240.5713959,61440,77.43586730957031
1744713245.4913282,62720,67.63802337646484
1744713249.754117,64000,71.18951416015625
1744713258.1643686,66560,87.60997772216797
1744713262.3876214,67840,87.93206024169922
1744713272.2739716,70400,69.51573944091797
1744713276.574255,71680,73.58765411376953
1744713285.5642388,74240,83.73910522460938
1744713299.3557606,78080,74.88340759277344
1744713303.3491428,79360,79.48614501953125
1744713307.9885447,80640,76.81192779541016
1744713312.3554163,81920,76.64553833007812
1744713320.8175492,84480,86.95050048828125
1744713325.5768542,85760,81.79132080078125
1744713330.0887465,87040,76.16942596435547
1744713334.7316434,88320,77.1097640991211
1744713343.658737,90880,84.23320007324219
1744713348.1087303,92160,91.52769470214844
1744713372.530898,99840,99.5992202758789
1744713381.4500036,102400,89.12799835205078
1744713385.4400249,103680,97.42755126953125
1744713393.7831435,106240,107.36531066894531
1744713398.2138524,107520,97.77257537841797
1744713406.0247614,110080,101.66041564941406
1744713410.0536048,111360,103.28598022460938
1744713422.6876,115200,94.61629486083984
1744713426.6884542,116480,96.10272979736328
1744713447.9670894,122880,104.01058959960938
1744713464.8714893,128000,87.18721008300781
1744713469.275407,129280,91.45426940917969
1744713483.2742538,133120,85.46556091308594
1744713495.508158,136960,98.92242431640625
1744713499.8210137,138240,104.32198333740234
1744713509.60225,140800,72.06967163085938
1744713513.7126465,142080,76.86559295654297
1744713531.3092935,147200,82.45932006835938
1744713539.407813,149760,106.26919555664062
1744713560.7202373,156160,87.21611022949219
1744713577.661581,161280,97.02967071533203
1744713581.995672,162560,87.65309143066406
1744713590.7902448,165120,85.7645263671875
1744713598.3506055,167680,94.34486389160156
