t_s,q1_sim,q1_ref,q2_sim,q2_ref,dq1_sim,dq1_ref,dq2_sim,dq2_ref,tau1,tau2
0.028,0.988403553939566,0.20157177660338,1.51835685486514,1.99887730242616,-0.781694216390144,0.109681753021245,1.22365101330373,-0.0783441093008896,-77.6237998230115,46.7752749038069
0.029,0.987621859723176,0.201683277900869,1.51958050587844,1.99879765864224,-0.801924513645059,0.113317737636785,1.25376294910231,-0.0809412411691323,-76.1779744570084,45.2372599847906
0.03,0.986819935209531,0.201798405883094,1.52083426882754,1.99871542436922,-0.821702813960276,0.116935135563891,1.28312051944297,-0.0835250968313507,-74.636550425941,43.8388215350519
0.031,0.98599823239557,0.201917142002526,1.52211738934699,1.99863061285534,-0.841035968304949,0.120534025070585,1.31175730826164,-0.0860957321932752,-73.1119218120309,42.4661143703016
0.032,0.985157196427266,0.202039467789749,1.52342914665525,1.99854323729304,-0.859930504927123,0.124114484108375,1.33968485669445,-0.0886532029345538,-71.7161440539095,41.0065179461905
0.033,0.984297265922338,0.202165364853136,1.52476883151194,1.99845331081919,-0.878392775554439,0.127676590313522,1.36689304344053,-0.0911975645096588,-70.5180511890916,39.3915000353497
0.034,0.983418873146784,0.202294814878543,1.52613572455538,1.99836084651533,-0.896429133413456,0.131220421008302,1.3933586771297,-0.0937288721487873,-69.5168837492539,37.6226424046467
0.035,0.98252244401337,0.202427799628989,1.52752908323251,1.99826585740786,-0.914046073798186,0.134746053202265,1.41905901765763,-0.0962471808587607,-68.6424989671987,35.7708887393049
0.036,0.981608397939572,0.20256430094435,1.52894814225017,1.99816835646832,-0.931250283023771,0.138253563593485,1.44398506181099,-0.0987525454239181,-67.7820858172363,33.9492974917953
0.037,0.980677147656548,0.202704300741041,1.53039212731198,1.99806835661354,-0.948048577580792,0.141743028569811,1.46814951867718,-0.101245020407008,-66.8231774186622,32.2697135377586
0.038,0.979729099078968,0.202847781011714,1.53186027683066,1.99796587070592,-0.964447758895041,0.145214524210107,1.49158643154504,-0.103724660150076,-65.6965339003742,30.799902495534
0.039,0.978764651320073,0.202994723824943,1.5333518632622,1.99786091155361,-0.98045444137223,0.148668126285488,1.51434259263031,-0.106191518775348,-64.4025153537896,29.5375243293314
0.04,0.9777841968787,0.203145111324922,1.53486620585483,1.99775349191077,-0.996074921818745,0.152103910260557,1.53646403266161,-0.108645650186112,-63.0108696431531,28.4108874954607
0.041,0.976788121956882,0.203298925731154,1.5364026698875,1.99764362447775,-1.01131514130155,0.155521951294629,1.55798274736328,-0.111087108067592,-61.6340186345289,27.3061915492583
0.042,0.97577680681558,0.203456149338152,1.53796065263486,1.99753132190132,-1.02618075359832,0.158922324242956,1.57890872999703,-0.113515945887826,-60.384043823307,26.1108600615497
0.043,0.974750626061982,0.203616764515132,1.53953956136486,1.99741659677491,-1.04067727318229,0.162305103657943,1.59923035334949,-0.115932216898531,-59.3298041161374,24.7564024201888
0.044,0.9737099487888,0.203780753705711,1.54113879171821,1.99729946163878,-1.05481024365232,0.165670363790362,1.61892295185136,-0.118335974135973,-58.470563469207,23.244440998696
0.045,0.972655138545147,0.203948099427605,1.54275771467006,1.99717992898028,-1.06858536096868,0.169018178590559,1.63796232520671,-0.120727270421828,-57.736202619508,21.6459598978713
0.046,0.971586553184179,0.204118784272335,1.54439567699526,1.99705801123405,-1.08200850398539,0.17234862170966,1.65633800552342,-0.123106158364043,-57.0139335977875,20.0740592788815
0.047,0.970504544680193,0.204292790904919,1.54605201500079,1.9969337207822,-1.09508566114353,0.175661766500767,1.67406122069671,-0.125472690357691,-56.191314494248,18.6406259489647
0.048,0.96940945901905,0.204470102063582,1.54772607622148,1.99680706995458,-1.10782278394653,0.178957686020152,1.69116451546923,-0.127826918585823,-55.1991313479702,17.41346923598
0.049,0.968301636235103,0.204650700559459,1.54941724073695,1.99667807102896,-1.1202256257668,0.182236453028446,1.70769317777071,-0.130168895020318,-54.0377706104402,16.3902936351221
0.05,0.967181410609336,0.204834569276294,1.55112493391472,1.99654673623122,-1.13229963005269,0.185498139991825,1.72369174772115,-0.132498671422732,-52.7770066288908,15.4994517551282
0.051,0.966049110979284,0.205021691170155,1.55284862566244,1.9964130777356,-1.14404991192959,0.188742819083188,1.73919076408121,-0.134816299345134,-51.5292864940487,14.627186477349
